整租 | 霖雨桥地铁站 中汇沃尔玛北辰财富中心 单身公寓 拎包,北辰财富中心,1900,https://km.58.com/zufang/41680139370649x.shtml?houseId=1413016155120654&shangquan=kmbeichen&shangquanId=12065&dataSource=0
整租 | 火车北站 天宇广场 地铁口 南向 全套家具 拎包入住,火车北站,2600,https://km.58.com/zufang/41537860618010x.shtml?houseId=1393224261983243&shangquan=huochebei&shangquanId=12067&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPHnLrjmkPWD3njDkXaO1pZwVUT7bsH9knvDduW6BsyDYmhmVPAm3nBYOmyw6sH0LnHc1PWT1m1mzuTDdP1b3n19vPH9znjm3PkDKnHnOn1czPjcvnHb3n1cYnkDQn10knTDQn10knTDQsjDkTHDvnEDQPH9vnjTQPHTYnWN3THmKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDzn9DKsHDKTHDzPjmzPjc3nWmOP1DzP1DQPW9KP9DKnEDdmhP-uWb3uid-mhF6sHELmvNVrHT1niY1m19vPH9YnvRhnANKnHcYPWcYnW9zP1nQnHTkrH0On9DQnWEvnWEzrjcLnWNvPj0QPHNzTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nWcfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTHT1uAm1uyD1sHR6nHDVPAcduad6mycOsyDvP19QrHD3nHnYPkDKnTDKTHTKnHmQsjDdrjb_nHDOrHmKn97-nWIWrH6BP1FWPAPbnHcL
整租 | 黄土坡  西景小区 精装2房  交通方便  安全舒适,黄土坡,1300,https://km.58.com/zufang/41725712769573x.shtml?houseId=1418849549786127&shangquan=huangtupo&shangquanId=12057&dataSource=0
单间 | 沁春苑 5室0厅3卫 次卧 南,世纪城,700,https://km.58.com/hezu/41508119095570x.shtml?houseId=1390997560206350&shangquan=kmsjc&shangquanId=12100&dataSource=0
单间 | 虹桥花园 可免租可月付 日新路地铁口 近国际会展中心,巫家坝,700,https://km.58.com/hezu/41634469516580x.shtml?houseId=1407170413911045&shangquan=kmjc&shangquanId=12095&dataSource=0
整租 | 春融街地铁站旁 花千坊对面 七彩云南精装三房 拎包入,市政府,2800,https://short.58.com/zd_p/5ed08d0a-fbcc-44f8-8116-505bd5066f62/?target=tk-16-xgk_hvimob_54118395987703q-feykn&end=end&lego_ts=nHTksAEVmWNQm1RhnvnVuHNkuBYYPjuhsycknycVPhwhuhuWnhFBPW0QsjEkPHN1nWmYPWnQnH0z&shangquan=chenggongxc&shangquanId=13323&dataSource=1
整租 | Me国际青年公寓大树营店（无中介无物管费）,昙华寺片区,1100,https://short.58.com/zd_p/dfe22d03-61f5-42d5-bc91-1c38d2d214a0/?target=tk-16-xgk_hvimob_82856184665569q-feykn&end=end&lego_ts=nHTksAEVP1EOnj76rynVnjbLPBYYujnzsycLm19VuhPWPWNdmHmvuyNQsjnOn1E3PHnkrj9YPj9v&shangquan=tanhuasi&shangquanId=12072&dataSource=1
整租 | 官南大道火车站旁昆铁南坝小区2楼带部分家具出租,区政府,1300,https://km.58.com/zufang/41580154178436x.shtml?houseId=1400218050208783&shangquan=qzfkm&shangquanId=32293&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPH9knHNYnH03PjnvXaO1pZwVUT7bsH9knvDduW6BsyDYmhmVPAm3nBYOmyw6sH0LnHc1PWT1m1mzuTDvPWNOnWEQP1DOrH93rTDKnHEknjcQrjTdnjckrj03nkDOPjTkTHbYnjTKnikQnTDQPWDKnHN3PWTknHNkPjcdrTDYTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnWcKTiYQTEDQnWEvnW9vrHnvPjDOPWD3rjDvTHmKTHDKuAm3rH9zP10VP1nzmBYYnWcQsyDdPyNVPWu-ujwBnhn3ryn3THDzPjmzrjmOn1mdPjDzPHnvn1cKnHcYPWc3PWb1PWELrjn1rHTLn9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWczskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DOnhw6njNzPBYYmvnLsHwWn1NVrAu6nBd-Phc1P1NOuAwWnvDKTHTKTEDkTHDvnikQPHbksjDQPW0vPkDzTH6BnWEvnj93P1NOnHIhuj0
单间 | 北市区 霖雨桥地铁口 春之城 个人直租 押一付一 拎,北市区,700,https://km.58.com/hezu/41671103786250x.shtml?houseId=1411859600694272&shangquan=beishiqu&shangquanId=12052&dataSource=0
整租 | 全套全新家具 大学城地铁口 精装修3室 干净整洁,市政府,1600,https://km.58.com/zufang/41726303937427x.shtml?houseId=1418925219241990&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 万彩城市花园 2室2厅1卫,龙泉路,2250,https://km.58.com/zufang/41639388442241x.shtml?houseId=1407800036547596&shangquan=kmlongquan&shangquanId=12059&dataSource=0
整租 | 北市区华龙人家 精装2室交通便利 看房方便,北市区,1800,https://km.58.com/zufang/41723728198658x.shtml?houseId=1418595525091332&shangquan=beishiqu&shangquanId=12052&dataSource=0
整租 | 同德广场白云地铁长青路滨江俊园现代广场翡翠湾江岸月付,滨江俊园,780,https://km.58.com/zufang/41723660770839x.shtml?houseId=1418586892640265&shangquan=binjjy&shangquanId=12077&dataSource=0
整租 | 关上 国贸中心 融城春晓 圣世一品 精装3房 全套,董家湾,2600,https://km.58.com/zufang/41558694149900x.shtml?houseId=1397471167030287&shangquan=dongjiawan&shangquanId=13043&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPHN3PWbYnHEOrHTkXaO1pZwVUT7bsHcQPAFbPW-6sH7WnvnVPjRbuadBujP6sycdPv7WnyFBrjTLmkDdPHEznjTznH0vPj93n9DKnHnOP1ELnHDvP1T1njc3PkDQnHnOrEDQnHnOrEDQsjDkTHDvnEDQPH9vnjTQrHEQPHT1THmKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDzP9DKsHDKTHDzPjm1n103PHbOnjbkPWmLPHcKP9DKnEDkn1EzPHK6miYzmH6bsHw6PvmVmH--naYdnjbknv7WrAEdPWNKnHcYPWn1P19vnjTzPWNkP1cvPTDQnWEvn1nLrjNOrHmLP19LnjT3TEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nWmfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTHF6uyDknWP6sHbkm1EVPADYuiYOnhcksy7-nWbOuhDQrAw6nEDKnTDKTHTKnHmQsjDdrHT_nHcOPW0Kn97WryNvPj0zPj9QuHmLuyDO
整租 | 北泰花园 2室1厅1卫,滨江俊园,1900,https://km.58.com/zufang/41701769155853x.shtml?houseId=1415784768036866&shangquan=binjjy&shangquanId=12077&dataSource=0
整租 | 大润发商业广场 精装两房 个人直租 无中介 近官南大,官南大道,2800,https://km.58.com/zufang/41726595105666x.shtml?houseId=1418962486549518&shangquan=guannandao&shangquanId=12090&dataSource=0
整租 | 整租 可月付 近邦盛茶城 玫瑰湾精装一室一厅 家具家,官南大道,1100,https://km.58.com/zufang/41682870823308x.shtml?houseId=1413365780964355&shangquan=guannandao&shangquanId=12090&dataSource=0
整租 | 房东直租 经典明苑 一室一厅一卫 可短租家具家电齐全,高新区,800,https://km.58.com/zufang/41723214507778x.shtml?houseId=1418529772889103&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
单间 | 鑫都韵城 7室2厅2卫 次卧 南,昆明站,900,https://km.58.com/hezu/41702048356746x.shtml?houseId=1415820504652811&shangquan=kunmingzhan&shangquanId=13047&dataSource=0
整租 | 黄土坡 金泰国际二期 馨悦尚居 精装单身公寓带家具家,黄土坡,1200,https://km.58.com/zufang/41725924593564x.shtml?houseId=1418876663489540&shangquan=huangtupo&shangquanId=12057&dataSource=0
整租 | 金色佳园(3期) 2室1厅1卫,安宁市区,900,https://anningshi.58.com/zufang/41590335628833x.shtml?houseId=1401521276723214&shangquan=anshiquan&shangquanId=27549&dataSource=0
整租 | 欣都龙城 98平米 适合办公和做美容 4000元 看,北辰财富中心,4000,https://km.58.com/zufang/41651045062404x.shtml?houseId=1409292083602432&shangquan=kmbeichen&shangquanId=12065&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWNQnjEdnjmzPjTYXaO1pZwVUT7bsHIBuAn3PhR6sH0YmhmVPj6huaYOuWDQsH6-PhN3m1KBmWckm9DdrHcznWmOPjEkPWDvPTDKnHEkrHcOnWT3n1mknWE1n9DQnW9knTDQnW9knTDQsjDkTHDvnEDQPH9vnjTkPWcdPW9QTHDKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDQPTDKsHDKTHDzPjmzPHbOPj9dn1NYnWcOP1mKP9DKnE7Bry7BrHTYuBd-nAEksHw6m19VrynQPaYQPjNOPjTQuHN3mhEKnHcYPWcdrHbYrjmvPHEYPWEknTDQnWEvnWNOrHE3PHb3n1nLPHnvTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nHEfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTyRWuWDYmvnOsHDvmyEVPANYmBd6mHNksHRBuHP6uAP-mHm3PTDKnTDKTHTKnHmQsjDdrjb_nHDOrHEKn97brjD1nW0vP193uhEvm166
整租 | 日均93元起， 洪通宾馆免押金拎包入住，房量有限，（,吴井路,2790,https://short.58.com/zd_p/b08f2d65-b483-4bdf-806c-63fc44e5d36a/?target=tk-16-xgk_hvimob_57964788011541q-feykn&end=end&lego_ts=nHTksAEVmWNQm1RhnvnVuHNkuBYYPjuhsycknycVPhwhuhuWnhFBPW0QsjEQPW9knHn1P1NdPjTd&shangquan=wujinglu&shangquanId=13045&dataSource=1
整租 | 日均35起，翠缘宾馆免押金拎包入住，房量有限，（可短,滇池路片区,1050,https://short.58.com/zd_p/cfb746e6-ac10-4c59-a9a8-dfb30e99546b/?target=tk-16-xgk_hvimob_57968756924296q-feykn&end=end&lego_ts=nHTksAEVP1EOnj76rynVnjbLPBYYujnzsycLm19VuhPWPWNdmHmvuyNQsjEQPW91nHE3PWbkrHm3&shangquan=dianchilu&shangquanId=12082&dataSource=1
整租 | 世纪城玉春苑简装3房 146平随时看房,世纪城,2100,https://km.58.com/zufang/41690353959073x.shtml?houseId=1413356281570308&shangquan=kmsjc&shangquanId=12100&dataSource=0
整租 | 市中心小西门翠湖边带部分家具家电精装修1650就租啦,翠湖,1650,https://km.58.com/zufang/40353029460886x.shtml?houseId=1243146086784000&shangquan=cuihu&shangquanId=12053&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1Ekn1N1njcOPjmkrj9vXaO1pZwVUT7bsyDLuHR-mW93sHcdnhNVPAnLnidBPjc1sy76njNkmvDdrHcvu9DYrj9OP1nznW9drHTzn9DKnHcYn1DYPWT3PW03PjTknTDQnH9knTDQnH9knTDQsjDkTHDvnEDQPH9vnjTYPH0YnjcYTHnKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDdnTDKsHDKTHDzPjNdP1bknWbLn1EdnHTdrHcKP9DKnEDOuHnOuWwBuidhmH6WsHwhmhcVrAcdnBdBmhD1ujKbuAmOnWDKnHcYPHNLrHTzrH0On1cQrjNvnTDQnWEdPH0OnjcOP1nkn1TYnjTkTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8PHTfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTyDYuWmkmyn1sHnvPAnVPANYnaY3PjbQsHEdnyE1myPWPADkuEDKnTDKTHTKnHmQsjDdrj9_nHDOrjcKn9DQuW9vnjIBujwbnjPhmvcO
整租 | 盘龙区白塔路上东城精装2房2600元地铁3号线旁边,白塔路,2600,https://km.58.com/zufang/41728116648104x.shtml?houseId=1419157246796809&shangquan=baitalu&shangquanId=12064&dataSource=0
整租 | 建业大厦 延安医院 董家湾 拓东郡精装单间 无中介,白塔路,900,https://km.58.com/zufang/41725665168924x.shtml?houseId=1418843457643527&shangquan=baitalu&shangquanId=12064&dataSource=0
单间 | [免中介][急租]新螺蛳湾旁 个人直租 无中介包物业,新螺蛳湾,800,https://short.58.com/zd_p/9a5f0298-d187-4ac9-a1b6-a1769a60ab0c/?target=tk-16-xgk_ephv_57038467484413q-feykn&end=end&lego_ts=nHTksAEVP1EOnj76rynVnjbLPBYYujnzsycLm19VuhPWPWNdmHmvuyNQsjEQP1c1nj9QnjnknjNz&shangquan=xinluo&shangquanId=12099&dataSource=1
单间 | 北京路 2室2厅1卫 次卧 朝南,滨江俊园,800,https://km.58.com/hezu/39240446310562x.shtml?houseId=1100735444967424&shangquan=binjjy&shangquanId=12077&dataSource=0
整租 | 西城时代纯写字楼 A座11楼168平带办公桌椅出租,高新区,6800,https://km.58.com/zufang/41724573310245x.shtml?houseId=1418703699778572&shangquan=kmgaoxin&shangquanId=12055&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1cYPH01n1DknWEdXaO1pZwVUT7bsHR-PycYnHcYsHw-nj9VPj9kmBYOrj0ksH6bnANLnWRBuWIhm9D1rHbvPH0YPWN1PHmOnkDKnHEQrj0kn1mOrH0LrjNLn9DQn1NknTDQn1NknTDQsjDkTHDvnEDQPH9vnjTzn103rjcYTHDQTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKn1TKTiYQTEDQnWEvn1TznjTdn1n1n1E3n1NzTHmKTHDKmhR6uynzrjmVPvu6PzYYmhRbsyFhmyNVmvDvPAmznyRWmvP-THDzPjm1njcknjNYP1NOPHEvrj9KnHcYPWnknWTkPHEznHEQPWEYrTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWnkskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DQmyF6PvDvPBYLmyNzsHwBnjnVmW-bradhPym1uHRBPHEzmvDKTHTKTEDkTHDvnikQPH93sjDQrH9YTHcKnHbvuh7-nAmzrHN3uj0Yn9
整租 | 急租房东出租 拎包入住 可月付 无中介 新螺蛳湾 南,新螺蛳湾,960,https://km.58.com/zufang/41647602955789x.shtml?houseId=1408851493706763&shangquan=xinluo&shangquanId=12099&dataSource=0
整租 | 火车北站滨江俊园正东2室2厅空房出租,滨江俊园,2900,https://km.58.com/zufang/41724653338518x.shtml?houseId=1418713942959104&shangquan=binjjy&shangquanId=12077&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1cYPWN1n1n3PHD3XaO1pZwVUT7bsHIhrHTOmWDYsH7BnvDVPjFbmBY3rAmvsyPbnHRWnhwhrjN1m9Dvn101rHmQrHbLPHDLrEDKnHEQrj0Qn1bYnWbdrHDkPTDQn1cknTDQn1cknTDQsjDkTHDvnEDQPH9vnjTknj0vPH0OTHbKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDOTEDVnEDKnHcYPWnkn1DQn1DQnHb1P1TzPTDvTEDQTyuBrH7BrARWsHnvnANVPjKBmid6mHNOsymYPj9QnWRBryw-mEDQnWEvn1T1nHD1n1NOPjD1nWE3THDzPjm1njnQnHnzrHmYrH9vrj9KTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3OskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DOuW-bPyw-mzYvP1b3sHEOn19VrycvPad6nvEdmhcYPhczP1DKTHTKTEDkTHDvnikQPH9OsjDznjTvTHcKnAm1mhcQnjw6njF6ujFWuT
整租 | 瑞东城旁 精装修 带家具家电 随时看房 锦泰花园 新,新迎片区,2500,https://km.58.com/zufang/41649607885575x.shtml?houseId=1409108124818437&shangquan=xinyingp&shangquanId=12075&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWEOPWTLrj9dPH0dXaO1pZwVUT7bsyELnvw6P1F-sHwWPjcVPAE1nBdBmWwbsHmLnW03uWmvrAF-PTDvP1ELPHELPWNLn1ckP9DKnHEkrHDkrjDzPj9QrjE1PkDQn10knTDQn10knTDQsjDkTHDvnEDQPH9vnjTYnjcYPWndTHD1TNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPjNKTiYQTEDQnWEvnWE1nH0dnHEkPjEvnWTOTHmKTHDKm1RBPWN3PH9VrH0LuiYYnAcYsHbzmhDVrAF-nynLnAR6uHnOTHDzPjmzPjnQP1NzP1TYPWbvn1cKnHcYPWcYn1DLPHcQnH01P1T3rTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWEdskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9D3PjKWrA7-nadbmW0dsHELnvNVmH93PiYOmWm1rjPbnjckP19KTHTKTEDkTHDvnikQPH9OsjDznjTYTHcKmvRBPW0OuHRbrjNvujI-mk
整租 | 春城路 证券大厦 塘子巷 吴井路 兆丰精装单间 88,吴井路,880,https://km.58.com/zufang/41725565530528x.shtml?houseId=1418830703256577&shangquan=wujinglu&shangquanId=13045&dataSource=0
单间 | 金色俊园 3室1厅1卫 次卧 南,白龙路片区,650,https://km.58.com/hezu/41624373159440x.shtml?houseId=1405878080300045&shangquan=bailonglu&shangquanId=12063&dataSource=0
整租 | 1900元月办公住家都可的两房空房出租 东向朝阳随时,火车北站,1900,https://km.58.com/zufang/41678965680794x.shtml?houseId=1411764869192704&shangquan=huochebei&shangquanId=12067&dataSource=0
单间 | 百富琪旁 临近地铁 出行方便,吴井路,1050,https://km.58.com/hezu/41671573722012x.shtml?houseId=1411919752190979&shangquan=wujinglu&shangquanId=13045&dataSource=0
单间 | 世纪城茗春苑合租无中介房东直租,世纪城,900,https://km.58.com/hezu/41691902993946x.shtml?houseId=1414521898834947&shangquan=kmsjc&shangquanId=12100&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHmOnHbknWbOn1bYPM980v6YUykKuad-PW6-njubnzYduHF-sHEvmHmVrHD1PBYdrHT3PjF-nvDdmhDKPjbLn191PHTzPHE3PWNKTHDYnHEdnWD3rH93n1EOPj0KnHT1njTKnHT1njTKnikQnTDQPWDKnHN3PWTknjEkPWTQnkDQn97AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHDzTEDVnEDKnHcYPHNzn10OPjmLnWEOnWNYPTDvTEDQTH93rAcOuW01sHb1nHnVPjDknidBPHEzsHE3rH6buj9kuH7hmkDQnWEdPHc1P1bYP1nOPWD1PWbvTHDzPjNdnWnLrHEvP1mvrHbQn1mKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3QnBtKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKnWuhnvDkPWTVnyPhmzYYPH6WsHb1n1EVmvmvPW-bny7hm1NOTEDkTEDKnTDQPWD_nHNOnakQnWTzrEDzTHNQnjI-uycvrAm3nhDduAm
单间 | WiFi无中介 周边大商汇 广福路 假日湾 时代风华,大商汇,699,https://km.58.com/hezu/41712579073694x.shtml?houseId=1417168436649995&shangquan=dashanghui&shangquanId=12080&dataSource=0
整租 | 师大附中 书香大地 四房全新住家装修 全套家具家电,大学城,3200,https://km.58.com/zufang/41680646012063x.shtml?houseId=1413081005006858&shangquan=chenggongzb&shangquanId=13325&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPW9kPWEvnjDznjm1XaO1pZwVUT7bsynQnHcOnHbOsH6BmHnVPjDOuad6uWDQsyF6P1-hPj7buADvnkDzrH91nHmkrjcdPWNznEDKnHEQn1T3nHTkPHTkPW9drTDLrjTkTH03njTKnikQnTDQPWDKnHN3PWTknWbzPHbkPkD1TNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKn1NKTiYQTEDQnWEvnjNzPHmLnHEvrjnQrj0zTHmKTHDKuj9zPhRbnvcVnHK-PaYYrHIBsy7hnhDVPvw-m1bkrjDLrH0kTHDzPjmkPHcdPW0zPW9YPWmvrjbKnHcYPWTdnWNvP1ckPHNdnWDzrTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWndskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP97hmW6-PWTkrid-rjm3sHEOrHTVmH0QPid-mW7Wn1mOmWDknjbKTHTKTEDkTHDvnikQPHb1sjD1nWNQTHcKPWbkmWIhuj6hujmYryDznE
整租 | 中央丽城旁融城优郡二期精装一室 带部分家具家电 拎包,滇池度假区,1900,https://km.58.com/zufang/41693984864389x.shtml?houseId=1414788378106881&shangquan=dianchi&shangquanId=12081&dataSource=0
单间 | 市中心五一路地铁站中工大楼附近合租单间,小西门,880,https://km.58.com/hezu/41723401973260x.shtml?houseId=1418553768223746&shangquan=xiaoximen&shangquanId=12061&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnH0zn1EknHbLn1cvnZ980v6YUykKuaYvrADOmvNOmzYQnHDvsHEknhDVmhmOmzdhPjD1mHEkPW9kuW9KPHDznH9znWczn1D1nH0KTHDYnH9dPHnLPW9znWnLPjmKrHbknTDOrHTkTHD_nHTKnHmQTHDdrjmknjDLnWn3PWEKnHEKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDzPTDKsHDKTHDzPjmzPjb3rHnYnWNdrjmQP1mKP9DKnE7BuW9zmHDLPBYQP10QsHE1n19VryEQnBd6nH93rHmLmWDOnhnKnHcYPWcYrH9On1NdPHmkrHmknTDQnWEvnWEOrjb1Pj93PHD1njcYTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nWEfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTHKWPj9kPWNvsycLrADVPjEkuad6nvcOsyPWPhcduWTdP1FBn9DKnTDKTHTKnHmQsjDdrj9_nHDOrHTKn9DzPjI-PyDLrjE1uy7bnyEd
单间 | 关上国贸中心官渡广场 融城春晓主卧无中介押一付一！,官渡广场,950,https://km.58.com/hezu/41601723139752x.shtml?houseId=1402978876743690&shangquan=guandugc&shangquanId=13046&dataSource=0
单间 | 广源小区 单间直租 无中介 全新家具家电 南北通透,世纪城,680,https://km.58.com/hezu/41647892269206x.shtml?houseId=1408888524741636&shangquan=kmsjc&shangquanId=12100&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHmYP19OnWcvrHckPM980v6YUykKuaYOmvFWmWuWnzdWnHP6sHw-nWmVmyNkmBYkPAnvn1ckm1c3uHmKPWT3rjTkPjN1n1m3PjbKTHDYnj93rj9dnWELPjDvn1mKnHT1njTKnHT1njTKnikQnTDQPWDKnHN3PHbOrH9dPW9LrEDvTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPkDKsHDKTHDzPjmzPHc3nWmQrjnvnjmzP1cKP9DKnEDvPAmLPvF6PzYduHK-sHw6rjNVmH9zmid-uADOnjDvmhuhP1DKnHcYPWcdnW9zPWnkPHcYnHT3rTDQnWEvnWNzrjcvnWEzn1cvPHc3TEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8PztKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKuhPBPvmQPvEVn1TduBYYrj6WsHb1PvnVnHmvmWmdnHTdmWK-TEDkTEDKnTDQPWD_nHNOnakQnWTzrEDzTyNYmHFhPjnvrHTdmW0Ymvn
整租 | 吴井路新接，精装大面积3房，全套家电，东西好楼层，随,吴井路,3200,https://km.58.com/zufang/41690371951766x.shtml?houseId=1414325925501959&shangquan=wujinglu&shangquanId=13045&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWbkn10QrHNQP1mvXaO1pZwVUT7bsyn3nj-BPARWsyN1uHDVPj6-niYOrjIWsH6WuHKWrHEOnWE1PTDYPH9znWDdPW0kP1nYnkDKnHEQPjnzPHbzPHNknHbdrEDQn1NknTDQn1NknTDQsjDkTHDvnEDQPH9vnjTYnHnYPHEYTHDdTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPjmKTiYQTEDQnWEdrj93nW9YnW03PWmQnHcQTHmKTHDKn1n3mHw-m1bVm1u-mBYYuWDksyDQPWTVnAP6mym1rAmLnWbvTHDzPjN3rj9zrjEvnjDvnWcdnW9KnHcYPH93rjc3PjNzPWDzPHTdP9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWEvskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DdPvuBPyR-nzYQnvnQsHw6uWmVmHczPaYzn1PBnAPBnycYnjbKTHTKTEDkTHDvnikQPHbksjDzrHmOTHcKrjbduWnYPj-bmH9OrjEduE
单间 | 金坤学府里，押一付一，无中介，拎包入住，免物业，免水,滇池路片区,790,https://km.58.com/hezu/41723252114324x.shtml?houseId=1418534586097668&shangquan=dianchilu&shangquanId=12082&dataSource=0
单间 | [免中介][急租]五华区 五华体育馆旁公共交通支队旁,金碧片区,900,https://km.58.com/hezu/41723585080349x.shtml?houseId=1418577205845000&shangquan=jinbip&shangquanId=12083&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnH0zn1N3PHT3njnYrg980v6YUykKuadhnjR-nH7-PzYQPW9OsHEYnH9VrHmdnaYduWbvuhRhmv7BrAnKPW9znjDzPH93njNLPWEKTHDYnH9dP10znjN3PjNknjTKrH9knTDOrjTkTHD_nHTKnHmQTHDdrjmknjnvrHELnWTKnHmKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDYn9DKsHDKTHDzPjmzPHbLnWDYnHn3P1nvPWmKP9DKnEDdnynOuhEvuiYOnWELsHEkrAmVrHmdnadbuWczPHuhPvDOnHEKnHcYPWcdrH0znHN1rH0knW03PTDQnWEvnWNOP1cQPj0vP193nWcYTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8PjcfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTH9kryR6PAcvsyEvn1NVPAnvraYOuANzsHmQuHNOP1bYnANzPkDKnTDKTHTKnHmQsjDdrHD_nHcknHcKn9DQPjbdmhm1PHEzPhP6uW-h
